Num;Regiao;Total;Pop_10_a_14_anos;Pop_15_a_19_anos;Pop_20_a_24_anos;Pop_25_a_29_anos;Pop_30_a_34_anos;Pop_35_a_39_anos;Pop_40_a_44_anos;Pop_45_a_49_anos;Pop_50_a_54_anos;Pop_55_a_59_anos;Pop_60_a_64_anos;Pop_65_a_69_anos;Pop_70_a_74_anos;Pop_75_a_79_anos;Pop_80_a_84_anos;Pop_85_a_89_anos;Pop_90_a_94_anos;Pop_95_a_99_anos;Pop_100_anos_ou_mais;cod_rgi
430;Santana do Livramento;74800;4479;4693;4999;5221;5012;4851;4965;4692;4962;5142;4649;3782;2978;2277;1614;968;403;101;21;430016
431;São Borja;50821;3033;3159;3600;3663;3472;3635;3583;3412;3414;3345;3160;2492;1833;1310;845;498;193;52;16;430017
432;Ijuí;103896;5643;5928;6527;7175;7167;7571;7731;6928;6855;7201;6347;5634;4433;3154;2032;1132;503;130;22;430018
433;Santa Rosa;70554;3515;3659;4124;4712;5029;4968;4859;4771;4937;5307;4780;4107;3280;2363;1465;835;293;49;12;430019
434;Santo Ângelo;63906;3430;3734;4153;4348;4226;4336;4375;4267;4418;4561;4179;3626;2779;1940;1264;729;302;89;15;430020
435;Três Passos;54269;2947;3267;3407;3510;3467;3652;3491;3418;3422;3876;3678;3240;2568;1666;1084;707;254;68;15;430021
436;São Luiz Gonzaga;35525;1928;2079;2127;2260;2394;2319;2340;2359;2393;2637;2415;2110;1542;1139;792;411;192;42;16;430022
437;Três de Maio;36015;1685;1811;2018;2350;2500;2415;2412;2344;2425;2702;2434;2247;1835;1330;807;455;210;45;9;430023
438;Cerro Largo;22952;1168;1241;1314;1429;1479;1508;1505;1545;1611;1760;1686;1450;1183;796;515;310;109;24;3;430024
439;Passo Fundo;144888;8275;8288;10533;10934;11110;11161;10778;9013;9040;9440;8547;7296;5466;3734;2420;1483;578;143;30;430025
440;Erechim;109243;5469;5673;6633;7304;7595;7898;7816;7238;7335;8047;7170;6186;4960;3565;2505;1598;661;180;30;430026
441;Cruz Alta;71658;4112;4210;4558;4807;5025;5185;5197;4549;4678;5007;4664;3837;2959;2080;1436;765;332;95;16;430027
442;Carazinho;75956;4097;4148;4753;5109;5430;5604;5435;4723;5089;5294;4842;4125;3246;2336;1586;884;366;89;20;430028
443;Frederico Westphalen;59913;3164;3590;4000;4124;4117;4418;4159;3792;3804;4123;3789;3195;2604;1789;1066;637;269;68;16;430029
444;Marau;42554;2272;2420;2816;3074;3254;3256;3132;2730;2755;2876;2478;2251;1759;1255;761;419;177;40;10;430030
445;Soledade;34863;1958;2241;2348;2437;2282;2474;2526;2255;2364;2326;2171;1850;1493;1003;621;352;156;36;8;430031
446;Tapejara - Sananduva;35896;1749;1952;2258;2480;2597;2526;2408;2173;2476;2668;2381;2037;1623;1234;775;434;183;49;3;430032
447;Lagoa Vermelha;31496;1670;1870;1953;2133;2065;2126;2041;2063;2210;2253;2029;1794;1523;1048;676;345;120;33;8;430033
448;Palmeira das Missões;26020;1548;1657;1625;1702;1770;1810;1857;1619;1721;1857;1695;1344;1050;670;443;247;118;27;6;430034
449;Nonoai;21754;1244;1263;1410;1423;1459;1485;1470;1305;1392;1530;1497;1239;910;619;422;296;107;23;7;430035
450;Caxias do Sul;401873;21878;22891;26673;29055;31249;32915;32396;26848;26645;26722;24382;19387;14781;9870;6261;3744;1554;375;58;430036
451;Bento Gonçalves;123369;5731;6282;7636;9124;9974;10297;9900;8022;7967;8473;7676;6325;4970;3397;2293;1437;580;158;21;430037
452;Nova Prata - Guaporé;52973;2691;2663;3385;3787;4018;3995;3976;3430;3316;3709;3352;2812;2426;1636;1090;643;294;53;9;430038
453;Vacaria;47793;3037;3182;3331;3400;3414;3297;3310;2962;3149;3007;2722;2252;1791;1202;817;423;194;50;6;430039
454;Santa Cruz do Sul;187055;9576;10772;12626;13047;13493;13941;13840;12572;12756;12859;11630;9866;7861;5450;3606;2064;928;208;40;430040
455;Lajeado;149821;8035;8342;9534;10762;11306;11774;11474;9750;9703;9915;9229;7566;6014;4090;2888;1553;615;152;23;430041
456;Sobradinho;27043;1501;1639;1741;1778;1865;1952;1890;1850;1816;1975;1665;1543;1174;846;481;250;91;29;6;430042
457;Encantado;30720;1423;1568;1743;2027;2001;2128;2158;1892;1978;2226;2075;1958;1607;1148;838;567;238;62;7;430043
458;Campo Grande;562570;36770;36577;39815;43500;43280;44654;44756;38734;35490;33153;28720;22266;15868;10406;6694;3911;1704;462;123;500001
459;Três Lagoas;100453;7178;7030;7512;8153;8218;8487;8008;6645;6061;5218;4537;3470;2234;1513;954;500;213;51;17;500002
460;Paranaíba - Chapadão do Sul - Cassilândia;67055;4382;4518;5114;5384;5060;5284;5254;4593;4274;3676;3227;2585;1809;1191;748;413;151;24;16;500003
461;Coxim;53287;3813;3736;3638;3940;4065;4359;4185;3643;3483;3125;2404;1806;1346;884;580;300;112;32;12;500004
462;Dourados;229612;15721;16230;18120;18513;18322;18128;17136;14568;13713;12659;10632;8244;5613;3839;2487;1291;612;181;55;500005
463;Naviraí - Mundo Novo;61959;4597;4430;4403;4825;4659;4700;4571;4171;3923;3639;2868;2205;1537;1054;614;338;125;50;10;500006
464;Nova Andradina;57137;3975;3970;3840;4118;4317;4506;4303;4028;3782;3574;2875;2177;1479;1078;652;355;147;45;11;500007
465;Ponta Porã;57201;4477;4442;4846;4815;4801;4293;4222;3180;3149;2792;2327;1779;1232;877;536;310;139;44;16;500008
466;Amambai;44406;3828;3891;3638;3658;3265;3054;2985;2572;2268;1980;1684;1311;904;656;472;245;98;50;25;500009
467;Corumbá;59450;4496;4529;4695;4564;4347;4544;4311;3710;3345;3176;2576;2102;1418;1057;638;325;130;45;11;500010
468;Jardim;54908;4138;4003;3847;4057;3941;4138;4251;3551;3328;2879;2635;2093;1454;1062;659;362;176;54;26;500011
469;Aquidauana - Anastácio;52460;4102;3963;3689;3885;3554;3846;3741;3429;3052;2937;2504;2096;1559;1021;612;349;154;62;21;500012
470;Cuiabá;575009;38716;39841;42298;44599;46735;48848;47757;39516;35502;30887;26272;20147;13829;8892;5519;2956;1231;353;126;510001
471;Tangará da Serra;125043;9238;9498;10929;11335;10604;10436;9689;8263;6930;5769;4497;3147;2059;1375;811;409;164;42;16;510002
472;Diamantino;35810;2691;2583;2572;2731;2682;2809;2704;2435;2241;2010;1535;1201;852;507;340;180;68;22;6;510003
473;Cáceres;54218;3812;4099;4103;3883;3907;4301;4189;3676;3478;2988;2548;2020;1434;932;642;305;146;40;7;510004
474;Pontes e Lacerda - Comodoro;53455;4158;4208;4149;4381;4462;4488;4189;3520;3027;2538;1951;1389;921;613;381;176;66;16;6;510005
475;Mirassol D'oeste;44333;2946;3128;3024;3095;3134;3407;3589;3286;2996;2671;2241;1735;1235;845;546;282;91;18;6;510006
476;Sinop;150066;10291;11211;13322;13986;12829;12406;11441;9589;8414;7252;5518;3988;2674;1801;1042;507;204;33;13;510007
477;Sorriso;150990;11291;11823;13638;15270;14823;13627;11545;8784;7022;5799;4355;2896;1859;1043;631;320;120;25;7;510008
478;Juína;62144;4954;5031;4904;5098;5085;5100;4901;4147;3464;2965;2359;1638;1149;669;358;182;65;26;10;510009
479;Alta Floresta;54039;3749;3977;4059;4532;4288;4295;4069;3670;3435;3035;2321;1720;1161;757;477;225;81;15;4;510010
480;Peixoto de Azevedo - Guarantã do Norte;44312;3286;3424;3584;3596;3706;3660;3189;2688;2627;2374;1764;1310;815;486;302;136;42;8;2;510011
481;Juara;26156;1937;1882;1879;2064;2192;2129;1945;1719;1635;1467;1126;806;538;364;249;101;31;11;1;510012
482;Barra do Garças;62766;3917;4275;4845;4981;4708;4825;5000;4536;4132;3574;2939;2302;1622;1023;659;352;133;44;21;510013
483;Confresa - Vila Rica;57775;4660;4678;4648;4974;4611;4751;4449;3774;3051;2617;1931;1427;941;623;319;168;65;14;6;510014
484;Água Boa;60902;5037;4969;4942;5473;4990;5138;4552;3567;3013;2470;1913;1388;891;607;359;197;102;38;22;510015
485;Rondonópolis;166570;11786;11459;12540;13471;13497;13564;13342;11699;10336;9011;7124;5415;3864;2572;1574;831;357;75;25;510016
486;Primavera do Leste;67816;5059;5071;5676;6039;5817;5883;5218;4434;3695;3033;2385;1695;1106;695;430;217;91;26;10;510017
487;Jaciara;26004;1795;1853;1652;1736;1797;1948;2032;1903;1876;1572;1314;1041;735;504;335;179;56;14;6;510018
488;Goiânia;1311441;80376;87210;101937;107789;109535;113298;109557;92330;82196;72075;61749;47862;34745;22128;14008;7616;3266;864;175;520001
489;Anápolis;318538;20439;21973;24467;24197;24120;24532;25110;22237;20942;18974;16115;12518;8797;5965;3985;1992;850;236;59;520002
490;Inhumas - Itaberaí - Anicuns;79757;4686;5049;5551;5700;5850;6104;6210;5742;5668;5377;4633;3537;2631;1706;1109;591;221;53;16;520003
491;Catalão;85064;5270;5773;6326;6434;6575;7002;7064;6061;5477;5135;4204;3302;2543;1611;1115;566;223;58;17;520004
492;Goiás - Itapuranga;76125;4505;4814;4864;4983;5290;5760;6130;5793;5776;5233;4375;3494;2497;1686;1067;573;231;71;13;520005
493;Pires do Rio;28789;1662;1809;2057;2057;2073;2118;2190;2077;2099;1854;1639;1258;1025;680;488;230;103;21;7;520006
494;Itumbiara;100404;6178;6473;7136;7344;7438;7588;7865;7411;6996;6362;5324;4120;3180;2072;1458;784;290;68;19;520007
495;Caldas Novas-Morrinhos;84847;5656;5868;6240;6682;6506;6874;6824;6083;5506;4755;4106;3175;2436;1538;972;491;218;62;22;520008
496;Piracanjuba;34703;2030;2183;2288;2363;2220;2499;2689;2583;2520;2342;2054;1724;1281;895;608;295;132;46;9;520009
497;Rio Verde;171201;11136;12050;13709;14667;15001;14812;13581;11638;10099;9060;7379;5361;3924;2557;1621;802;319;90;27;520010
498;Jataí-Mineiros;118532;8038;8394;9416;9893;9758;9606;9237;8115;7015;6313;5073;3939;2973;2025;1299;732;313;80;27;520011
499;Quirinópolis;42191;2687;2749;2830;2991;3104;3213;3353;3174;3031;2650;2217;1731;1357;903;592;285;104;33;5;520012
500;São Luís de Montes Belos;31507;1759;1793;2059;2159;2122;2112;2469;2278;2419;2355;1954;1586;1244;852;513;261;107;30;7;520013
501;Iporá;51284;2896;3104;3218;3478;3446;3549;3963;3950;3989;3686;3063;2453;1851;1255;853;409;164;43;15;520014
502;Palmeiras de Goiás;72766;4413;4746;5162;5296;5343;5493;5850;5418;5114;4515;3861;2910;2201;1445;952;492;174;47;15;520015
503;Porangatu;65571;4236;4603;4297;4297;4407;5077;5266;5068;4660;4262;3550;2784;2081;1305;890;424;197;50;16;520016
504;Uruaçu - Niquelândia;62684;4185;4351;4254;4334;4491;4861;5004;4673;4275;3939;3355;2469;1801;1291;832;409;196;43;15;520017
505;Ceres - Rialma - Goianésia;127950;7838;8545;9244;9273;9321;9305;9713;9559;9104;8319;6811;5558;3844;2671;1775;817;378;110;31;520018
506;Luziânia;375738;27838;30027;31811;31965;31802;32849;31927;25588;21255;17093;12927;9115;6208;3656;2289;1156;482;134;31;520019
507;Águas Lindas de Goiás;260366;19727;21318;22462;21849;20949;22306;21661;17923;14968;12033;8882;6147;4246;2575;1629;754;360;86;29;520020
508;Posse-Campos Belos;61435;4657;5122;4439;4282;4625;5060;5022;4091;3579;3257;2732;2086;1416;1004;674;343;142;36;18;520021
509;Flores de Goiás;28661;2203;2387;2234;2272;2213;2441;2223;1731;1610;1443;1178;868;592;369;218;97;54;18;8;520022
510;Distrito Federal;1474595;89769;103099;112523;113649;115247;127225;135768;112932;96186;83140;65542;51726;38695;25416;16411;8986;4122;1242;223;530001
