NOME_MUNICIPIO;UF;IDHM2010;IDHMRenda2010;IDHMLongevidade2010;IDHMEducacao2010;GEOCODIGO_MUNICIPIO;COD_UF;LONGITUDE;LATITUDE
Santópolis do Aguapeí;SP;0,74;0,68;0,83;0,719;3548401;35;-50,504692;-21,639312
Santos;SP;0,84;0,861;0,852;0,807;3548500;35;-46,331371;-23,933738
Santos Dumont;MG;0,741;0,688;0,847;0,697;3160702;31;-43,553752;-21,457532
São Benedito;CE;0,611;0,562;0,764;0,531;2312304;23;-40,86449;-4,044727
São Benedito do Rio Preto;MA;0,541;0,468;0,749;0,452;2110401;21;-43,529992;-3,332766
São Benedito do Sul;PE;0,53;0,499;0,736;0,406;2612901;26;-35,931123;-8,810438
São Bentinho;PB;0,606;0,575;0,787;0,491;2513927;25;-37,722721;-6,890309
São Bento;MA;0,602;0,525;0,762;0,545;2110500;21;-44,828345;-2,697008
São Bento;PB;0,58;0,597;0,769;0,424;2513901;25;-37,44935;-6,489308
São Bento Abade;MG;0,672;0,651;0,801;0,581;3160801;31;-45,075361;-21,579048
São Bento do Norte;RN;0,555;0,541;0,76;0,415;2411601;24;-36,035431;-5,059501
São Bento do Sapucaí;SP;0,72;0,719;0,812;0,638;3548609;35;-45,737139;-22,685287
São Bento do Sul;SC;0,782;0,763;0,871;0,719;4215802;42;-49,386979;-26,249485
São Bento do Tocantins;TO;0,605;0,595;0,736;0,506;1720101;17;-47,919392;-6,044999
São Bento do Trairí;RN;0,595;0,526;0,763;0,525;2411700;24;-36,086888;-6,344481
São Bento do Una;PE;0,593;0,593;0,789;0,446;2613008;26;-36,446298;-8,519868
São Bernardino;SC;0,677;0,653;0,822;0,577;4215752;42;-52,965539;-26,473278
São Bernardo;MA;0,572;0,514;0,762;0,479;2110609;21;-42,42301;-3,365437
São Bernardo do Campo;SP;0,805;0,807;0,861;0,752;3548708;35;-46,550257;-23,710305
São Bonifácio;SC;0,731;0,729;0,86;0,622;4215901;42;-48,929312;-27,896497
São Borja;RS;0,736;0,72;0,86;0,643;4318002;43;-56,001029;-28,662838
São Brás;AL;0,572;0,533;0,732;0,48;2708204;27;-36,898949;-10,12031
São Brás do Suaçuí;MG;0,664;0,675;0,801;0,541;3160900;31;-43,952675;-20,626504
São Braz do Piauí;PI;0,596;0,533;0,771;0,514;2209559;22;-42,999073;-9,062561
São Caetano de Odivelas;PA;0,585;0,552;0,767;0,473;1507102;15;-48,025805;-0,746618
São Caetano do Sul;SP;0,862;0,891;0,887;0,811;3548807;35;-46,571515;-23,614705
São Caitano;PE;0,591;0,583;0,756;0,469;2613107;26;-36,13736;-8,327361
São Carlos;SC;0,769;0,763;0,867;0,688;4216008;42;-53,017394;-27,078635
São Carlos;SP;0,805;0,788;0,863;0,766;3548906;35;-47,889238;-22,015999
São Carlos do Ivaí;PR;0,682;0,703;0,825;0,547;4124608;41;-52,477115;-23,308847
São Cristóvão;SE;0,662;0,624;0,8;0,581;2806701;28;-37,209499;-11,013677
São Cristovão do Sul;SC;0,665;0,667;0,812;0,543;4216057;42;-50,434629;-27,282947
São Desidério;BA;0,579;0,584;0,742;0,449;2928901;29;-44,974096;-12,360895
São Domingos;BA;0,64;0,601;0,757;0,575;2928950;29;-39,526265;-11,463466
São Domingos;GO;0,597;0,576;0,83;0,445;5219803;52;-46,315105;-13,402013
São Domingos;PB;0,548;0,555;0,754;0,394;2513968;25;-37,942603;-6,815925
São Domingos;SC;0,765;0,769;0,861;0,675;4216107;42;-52,537227;-26,55783
São Domingos;SE;0,588;0,572;0,756;0,471;2806800;28;-37,568429;-10,792326
São Domingos das Dores;MG;0,638;0,602;0,8;0,539;3160959;31;-42,009508;-19,529446
São Domingos do Araguaia;PA;0,594;0,629;0,738;0,451;1507151;15;-48,720373;-5,549841
São Domingos do Azeitão;MA;0,59;0,576;0,732;0,486;2110658;21;-44,650424;-6,804425
São Domingos do Capim;PA;0,532;0,509;0,773;0,382;1507201;15;-47,774785;-1,675815
São Domingos do Cariri;PB;0,589;0,603;0,773;0,438;2513943;25;-36,435929;-7,632991
São Domingos do Maranhão;MA;0,582;0,549;0,713;0,504;2110708;21;-44,392879;-5,565642
São Domingos do Norte;ES;0,682;0,679;0,811;0,575;3204658;32;-40,621878;-19,148169
São Domingos do Prata;MG;0,69;0,674;0,823;0,593;3161007;31;-42,960363;-19,871028
São Domingos do Sul;RS;0,763;0,78;0,839;0,68;4318051;43;-51,893187;-28,531763
São Felipe;BA;0,616;0,565;0,787;0,525;2929107;29;-39,084015;-12,845078
São Felipe D'Oeste;RO;0,649;0,615;0,78;0,571;1101484;11;-61,512508;-11,914389
São Félix;BA;0,639;0,582;0,769;0,583;2929008;29;-38,968719;-12,605713
São Félix de Balsas;MA;0,557;0,517;0,778;0,43;2110807;21;-44,811448;-7,084685
São Félix de Minas;MG;0,62;0,589;0,795;0,51;3161056;31;-41,490353;-18,586106
São Félix do Araguaia;MT;0,668;0,652;0,848;0,538;5107859;51;-50,661986;-11,616082
São Félix do Coribe;BA;0,639;0,601;0,784;0,555;2929057;29;-44,196873;-13,404218
São Félix do Piauí;PI;0,61;0,587;0,742;0,52;2209609;22;-42,113503;-5,932868
São Félix do Tocantins;TO;0,574;0,55;0,771;0,446;1720150;17;-46,654981;-10,173286
São Félix do Xingu;PA;0,594;0,638;0,798;0,411;1507300;15;-51,993783;-6,642483
São Fernando;RN;0,608;0,591;0,75;0,508;2411809;24;-37,185403;-6,383861
São Fidélis;RJ;0,691;0,685;0,787;0,611;3304805;33;-41,755592;-21,643627
São Francisco;MG;0,638;0,595;0,804;0,542;3161106;31;-44,861313;-15,952564
São Francisco;PB;0,58;0,56;0,726;0,481;2513984;25;-38,097141;-6,61928
São Francisco;SE;0,587;0,564;0,732;0,49;2806909;28;-36,88624;-10,346486
São Francisco;SP;0,723;0,705;0,814;0,658;3549003;35;-50,700097;-20,358414
São Francisco de Assis;RS;0,675;0,681;0,818;0,552;4318101;43;-55,132386;-29,552716
São Francisco de Assis do Piauí;PI;0,485;0,462;0,734;0,336;2209658;22;-41,689597;-8,237755
São Francisco de Goiás;GO;0,651;0,658;0,825;0,509;5219902;52;-49,262009;-15,922706
São Francisco de Itabapoana;RJ;0,639;0,618;0,791;0,533;3304755;33;-41,11772;-21,480138
São Francisco de Paula;MG;0,66;0,66;0,812;0,537;3161205;31;-44,982631;-20,713532
São Francisco de Paula;RS;0,685;0,701;0,86;0,534;4318200;43;-50,582108;-29,444098
São Francisco de Sales;MG;0,688;0,711;0,867;0,528;3161304;31;-49,765566;-19,865114
São Francisco do Brejão;MA;0,584;0,556;0,748;0,479;2110856;21;-47,391137;-5,130201
São Francisco do Conde;BA;0,674;0,641;0,812;0,587;2929206;29;-38,675798;-12,629983
São Francisco do Glória;MG;0,663;0,647;0,833;0,541;3161403;31;-42,268221;-20,792301
São Francisco do Guaporé;RO;0,611;0,657;0,751;0,462;1101492;11;-63,570865;-12,063798
São Francisco do Maranhão;MA;0,528;0,503;0,733;0,4;2110906;21;-42,865322;-6,252798
São Francisco do Oeste;RN;0,628;0,581;0,779;0,547;2411908;24;-38,169296;-6,000637
São Francisco do Pará;PA;0,608;0,571;0,785;0,502;1507409;15;-47,790515;-1,170189
São Francisco do Piauí;PI;0,57;0,557;0,744;0,448;2209708;22;-42,538532;-7,243976
São Francisco do Sul;SC;0,762;0,74;0,856;0,699;4216206;42;-48,637571;-26,244018
São Gabriel;BA;0,592;0,55;0,704;0,537;2929255;29;-41,874269;-11,226707
São Gabriel;RS;0,699;0,711;0,822;0,585;4318309;43;-54,320478;-30,33676
São Gabriel da Cachoeira;AM;0,609;0,61;0,777;0,476;1303809;13;-67,083643;-0,136463
São Gabriel da Palha;ES;0,709;0,739;0,835;0,578;3204708;32;-40,5296;-19,021965
São Gabriel do Oeste;MS;0,729;0,751;0,85;0,608;5007695;50;-54,564569;-19,395521
São Geraldo;MG;0,651;0,656;0,831;0,507;3161502;31;-42,837664;-20,920848
São Geraldo da Piedade;MG;0,6;0,625;0,774;0,447;3161601;31;-42,289135;-18,844031
São Geraldo do Araguaia;PA;0,595;0,594;0,793;0,447;1507458;15;-48,555712;-6,398958
São Geraldo do Baixio;MG;0,63;0,631;0,824;0,482;3161650;31;-41,363628;-18,918809
São Gonçalo;RJ;0,739;0,711;0,833;0,681;3304904;33;-43,032335;-22,829547
São Gonçalo do Abaeté;MG;0,67;0,665;0,796;0,568;3161700;31;-45,834246;-18,341113
São Gonçalo do Amarante;CE;0,665;0,587;0,775;0,646;2312403;23;-38,972076;-3,605633
São Gonçalo do Amarante;RN;0,661;0,619;0,829;0,564;2412005;24;-35,331156;-5,789556
São Gonçalo do Gurguéia;PI;0,56;0,572;0,701;0,438;2209757;22;-45,301406;-10,02994
São Gonçalo do Pará;MG;0,689;0,682;0,842;0,57;3161809;31;-44,857189;-19,985685
São Gonçalo do Piauí;PI;0,616;0,538;0,739;0,588;2209807;22;-42,698831;-5,989667
São Gonçalo do Rio Abaixo;MG;0,667;0,658;0,792;0,569;3161908;31;-43,34804;-19,831801
São Gonçalo do Rio Preto;MG;0,64;0,593;0,815;0,542;3125507;31;-43,384544;-18,006394
São Gonçalo do Sapucaí;MG;0,715;0,706;0,85;0,609;3162005;31;-45,594638;-21,891905
São Gonçalo dos Campos;BA;0,627;0,636;0,752;0,516;2929305;29;-38,949772;-12,43031
São Gotardo;MG;0,736;0,739;0,855;0,632;3162104;31;-46,053144;-19,3127
São Jerônimo;RS;0,696;0,734;0,822;0,56;4318408;43;-51,728178;-29,959439
São Jerônimo da Serra;PR;0,637;0,626;0,822;0,503;4124707;41;-50,73848;-23,723403
São João;PE;0,57;0,565;0,768;0,426;2613206;26;-36,368253;-8,877559
São João;PR;0,727;0,695;0,838;0,66;4124806;41;-52,729473;-25,824663
São João Batista;MA;0,598;0,493;0,752;0,577;2111003;21;-44,811762;-2,953333
São João Batista;SC;0,74;0,739;0,865;0,634;4216305;42;-48,857004;-27,295881
São João Batista do Glória;MG;0,724;0,713;0,845;0,631;3162203;31;-46,503461;-20,639037
São João da Baliza;RR;0,655;0,614;0,78;0,587;1400506;14;-59,906044;0,947157
São João da Barra;RJ;0,671;0,686;0,8;0,551;3305000;33;-41,050348;-21,640458
São João da Boa Vista;SP;0,797;0,776;0,871;0,749;3549102;35;-46,796351;-21,972011
São João da Canabrava;PI;0,559;0,539;0,726;0,446;2209856;22;-41,346054;-6,818931
São João da Fronteira;PI;0,515;0,516;0,753;0,351;2209872;22;-41,256287;-3,938597
São João da Lagoa;MG;0,634;0,575;0,813;0,546;3162252;31;-44,349089;-16,852055
São João da Mata;MG;0,653;0,676;0,822;0,501;3162302;31;-45,92653;-21,934853
São João da Paraúna;GO;0,724;0,699;0,818;0,664;5220058;52;-50,405063;-16,814524
São João da Ponta;PA;0,583;0,522;0,767;0,495;1507466;15;-47,920724;-0,851002
São João da Ponte;MG;0,569;0,559;0,786;0,419;3162401;31;-44,008955;-15,924513
São João da Serra;PI;0,582;0,545;0,757;0,478;2209906;22;-41,899264;-5,508798
São João da Urtiga;RS;0,694;0,702;0,828;0,575;4318424;43;-51,825839;-27,82669
São João da Varjota;PI;0,559;0,536;0,708;0,46;2209955;22;-41,863742;-6,919018
São João D'Aliança;GO;0,685;0,65;0,812;0,609;5220009;52;-47,518802;-14,708216
São João das Duas Pontes;SP;0,72;0,675;0,806;0,686;3549201;35;-50,380722;-20,388772
São João das Missões;MG;0,529;0,502;0,776;0,381;3162450;31;-44,081262;-14,882533
São João de Iracema;SP;0,748;0,682;0,833;0,738;3549250;35;-50,351598;-20,512615
São João de Meriti;RJ;0,719;0,693;0,831;0,646;3305109;33;-43,371885;-22,802331
São João de Pirabas;PA;0,539;0,529;0,753;0,393;1507474;15;-47,172674;-0,766443
São João Del Rei;MG;0,758;0,733;0,86;0,69;3162500;31;-44,260973;-21,135509
São João do Araguaia;PA;0,55;0,53;0,741;0,424;1507508;15;-48,788633;-5,359003
São João do Arraial;PI;0,523;0,496;0,72;0,401;2209971;22;-42,453126;-3,813169
São João do Caiuá;PR;0,664;0,678;0,785;0,551;4124905;41;-52,339751;-22,854404
São João do Cariri;PB;0,622;0,618;0,797;0,488;2514008;25;-36,531521;-7,390201
São João do Carú;MA;0,509;0,487;0,684;0,397;2111029;21;-46,254925;-3,560803
São João do Itaperiú;SC;0,738;0,714;0,873;0,645;4216354;42;-48,767765;-26,617454
São João do Ivaí;PR;0,693;0,677;0,803;0,611;4125001;41;-51,820279;-23,993089
São João do Jaguaribe;CE;0,654;0,62;0,784;0,576;2312502;23;-38,271941;-5,268631
São João do Manhuaçu;MG;0,65;0,659;0,836;0,498;3162559;31;-42,152158;-20,3955
São João do Manteninha;MG;0,64;0,623;0,805;0,522;3162575;31;-41,158748;-18,727837
São João do Oeste;SC;0,761;0,756;0,873;0,668;4216255;42;-53,595967;-27,097483
São João do Oriente;MG;0,648;0,631;0,805;0,536;3162609;31;-42,15646;-19,337666
São João do Pacuí;MG;0,625;0,606;0,798;0,504;3162658;31;-44,529571;-16,538375
São João do Paraíso;MA;0,609;0,554;0,753;0,542;2111052;21;-47,05061;-6,466222
São João do Paraíso;MG;0,615;0,583;0,808;0,493;3162708;31;-42,011422;-15,318438
São João do Pau D'Alho;SP;0,75;0,714;0,854;0,692;3549300;35;-51,666665;-21,268364
São João do Piauí;PI;0,645;0,615;0,769;0,567;2210003;22;-42,256438;-8,34885
São João do Polêsine;RS;0,748;0,748;0,847;0,661;4318432;43;-53,44635;-29,614676
São João do Rio do Peixe;PB;0,608;0,586;0,782;0,49;2500700;25;-38,445454;-6,734431
São João do Sabugi;RN;0,655;0,62;0,779;0,581;2412104;24;-37,20414;-6,711224
São João do Soter;MA;0,517;0,486;0,711;0,401;2111078;21;-43,818182;-5,115739
São João do Sul;SC;0,695;0,682;0,84;0,587;4216404;42;-49,806571;-29,22348
São João do Tigre;PB;0,552;0,523;0,758;0,424;2514107;25;-36,845743;-8,081043
São João do Triunfo;PR;0,629;0,655;0,801;0,475;4125100;41;-50,308064;-25,691875
São João dos Patos;MA;0,615;0,613;0,726;0,522;2111102;21;-43,70291;-6,498208
São João Evangelista;MG;0,638;0,62;0,806;0,52;3162807;31;-42,776048;-18,545187
São João Nepomuceno;MG;0,708;0,696;0,85;0,6;3162906;31;-43,011286;-21,535697
São Joaquim;SC;0,687;0,705;0,817;0,562;4216503;42;-49,936742;-28,294712
São Joaquim da Barra;SP;0,762;0,74;0,847;0,706;3549409;35;-47,863268;-20,583166
São Joaquim de Bicas;MG;0,662;0,664;0,844;0,518;3162922;31;-44,266273;-20,063468
São Joaquim do Monte;PE;0,537;0,549;0,741;0,381;2613305;26;-35,809491;-8,432152
São Jorge;RS;0,732;0,75;0,846;0,617;4318440;43;-51,702969;-28,498081
São Jorge do Ivaí;PR;0,743;0,727;0,81;0,696;4125308;41;-52,294342;-23,435458
São Jorge do Patrocínio;PR;0,676;0,702;0,81;0,543;4125357;41;-53,883331;-23,758248
São Jorge D'Oeste;PR;0,722;0,705;0,813;0,656;4125209;41;-52,920103;-25,714948
São José;SC;0,809;0,799;0,88;0,752;4216602;42;-48,616023;-27,590312
São José da Barra;MG;0,739;0,722;0,876;0,637;3162948;31;-46,31933;-20,722091
São José da Bela Vista;SP;0,693;0,679;0,844;0,58;3549508;35;-47,64099;-20,59442
São José da Boa Vista;PR;0,671;0,651;0,781;0,594;4125407;41;-49,651152;-23,915466
São José da Coroa Grande;PE;0,608;0,585;0,736;0,522;2613404;26;-35,145707;-8,894195
São José da Lagoa Tapada;PB;0,53;0,53;0,722;0,389;2514206;25;-38,15777;-6,944231
São José da Laje;AL;0,573;0,574;0,755;0,434;2708303;27;-36,057388;-9,011066
São José da Lapa;MG;0,729;0,677;0,844;0,679;3162955;31;-43,959956;-19,698627
São José da Safira;MG;0,583;0,6;0,765;0,432;3163003;31;-42,146411;-18,325117
São José da Tapera;AL;0,527;0,508;0,703;0,409;2708402;27;-37,383708;-9,549396
São José da Varginha;MG;0,704;0,682;0,857;0,597;3163102;31;-44,56106;-19,704806
São José da Vitória;BA;0,546;0,553;0,686;0,429;2929354;29;-39,338921;-15,078178
São José das Missões;RS;0,651;0,652;0,782;0,542;4318457;43;-53,118775;-27,778183
São José das Palmeiras;PR;0,713;0,686;0,844;0,627;4125456;41;-54,059918;-24,834082
São José de Caiana;PB;0,565;0,545;0,762;0,434;2514305;25;-38,297823;-7,24916
São José de Espinharas;PB;0,577;0,543;0,79;0,448;2514404;25;-37,325115;-6,84418
São José de Mipibu;RN;0,611;0,599;0,748;0,508;2412203;24;-35,240275;-6,070466
São José de Piranhas;PB;0,591;0,594;0,755;0,461;2514503;25;-38,501075;-7,12087
São José de Princesa;PB;0,565;0,533;0,765;0,443;2514552;25;-38,098803;-7,742969
São José de Ribamar;MA;0,708;0,642;0,79;0,7;2111201;21;-44,057548;-2,555859
São José de Ubá;RJ;0,652;0,633;0,798;0,548;3305133;33;-41,941232;-21,360221
São José do Alegre;MG;0,717;0,676;0,837;0,652;3163201;31;-45,530188;-22,329055
São José do Barreiro;SP;0,684;0,666;0,813;0,591;3549607;35;-44,578341;-22,64649
São José do Belmonte;PE;0,61;0,569;0,769;0,52;2613503;26;-38,759454;-7,86174
São José do Bonfim;PB;0,578;0,549;0,713;0,493;2514602;25;-37,309245;-7,160915
São José do Brejo do Cruz;PB;0,581;0,535;0,776;0,473;2514651;25;-37,35383;-6,212915
São José do Calçado;ES;0,688;0,669;0,814;0,599;3204807;32;-41,656088;-21,02613
São José do Campestre;RN;0,615;0,564;0,789;0,522;2412302;24;-35,712115;-6,315564
São José do Cedro;SC;0,731;0,753;0,83;0,625;4216701;42;-53,500124;-26,45606
São José do Cerrito;SC;0,636;0,618;0,827;0,503;4216800;42;-50,581386;-27,668587
São José do Divino;MG;0,658;0,627;0,778;0,583;3163300;31;-41,391209;-18,483263
São José do Divino;PI;0,565;0,529;0,775;0,44;2210052;22;-41,830109;-3,805716
São José do Egito;PE;0,635;0,602;0,769;0,554;2613602;26;-37,275072;-7,474025
São José do Goiabal;MG;0,666;0,657;0,814;0,553;3163409;31;-42,70986;-19,927983
São José do Herval;RS;0,717;0,701;0,847;0,622;4318465;43;-52,293016;-29,041447
São José do Hortêncio;RS;0,707;0,717;0,824;0,597;4318481;43;-51,249598;-29,540049
São José do Inhacorá;RS;0,747;0,723;0,822;0,702;4318499;43;-54,13355;-27,722585
São José do Jacuípe;BA;0,552;0,555;0,726;0,417;2929370;29;-40,023656;-11,505326
São José do Jacuri;MG;0,566;0,582;0,749;0,417;3163508;31;-42,666627;-18,275811
São José do Mantimento;MG;0,657;0,612;0,823;0,562;3163607;31;-41,749073;-20,005999
São José do Norte;RS;0,623;0,663;0,792;0,461;4318507;43;-52,034202;-32,020609
São José do Ouro;RS;0,755;0,759;0,846;0,669;4318606;43;-51,594768;-27,771255
São José do Peixe;PI;0,573;0,548;0,766;0,449;2210102;22;-42,570179;-7,493009
São José do Piauí;PI;0,552;0,569;0,7;0,423;2210201;22;-41,479407;-6,870626
São José do Povo;MT;0,661;0,63;0,793;0,577;5107297;51;-54,256246;-16,46633
São José do Rio Claro;MT;0,682;0,689;0,841;0,548;5107305;51;-56,721584;-13,452068
São José do Rio Pardo;SP;0,774;0,744;0,868;0,717;3549706;35;-46,888266;-21,596103
São José do Rio Preto;SP;0,797;0,801;0,846;0,748;3549805;35;-49,381348;-20,812637
São José do Sabugi;PB;0,617;0,584;0,781;0,514;2514701;25;-36,797493;-6,775531
São José do Seridó;RN;0,694;0,634;0,815;0,647;2412401;24;-36,883259;-6,448799
São José do Sul;RS;0,725;0,774;0,836;0,59;4318614;43;-51,486384;-29,54347
São José do Vale do Rio Preto;RJ;0,66;0,67;0,806;0,533;3305158;33;-42,923368;-22,14974
São José do Xingu;MT;0,657;0,703;0,828;0,487;5107354;51;-52,739794;-10,800264
São José dos Ausentes;RS;0,663;0,674;0,801;0,541;4318622;43;-50,063613;-28,749906
São José dos Basílios;MA;0,557;0,501;0,719;0,48;2111250;21;-44,582447;-5,048687
São José dos Campos;SP;0,807;0,804;0,855;0,764;3549904;35;-45,884175;-23,184062
São José dos Cordeiros;PB;0,556;0,542;0,778;0,407;2514800;25;-36,802778;-7,392643
São José dos Pinhais;PR;0,758;0,749;0,859;0,678;4125506;41;-49,200082;-25,537702
São José dos Quatro Marcos;MT;0,719;0,707;0,816;0,643;5107107;51;-58,176506;-15,627106
São José dos Ramos;PB;0,541;0,527;0,738;0,406;2514453;25;-35,377961;-7,247127
São Julião;PI;0,594;0,593;0,775;0,455;2210300;22;-40,836913;-7,085315
São Leopoldo;RS;0,739;0,766;0,861;0,612;4318705;43;-51,146235;-29,765867
São Lourenço;MG;0,759;0,746;0,871;0,673;3163706;31;-45,053373;-22,117769
São Lourenço da Mata;PE;0,653;0,614;0,793;0,571;2613701;26;-35,041278;-7,995938
São Lourenço da Serra;SP;0,728;0,704;0,823;0,666;3549953;35;-46,94175;-23,849086
São Lourenço do Oeste;SC;0,749;0,748;0,807;0,695;4216909;42;-52,851334;-26,35519
São Lourenço do Piauí;PI;0,595;0,56;0,753;0,499;2210359;22;-42,544352;-9,172002
São Lourenço do Sul;RS;0,687;0,722;0,849;0,528;4318804;43;-51,976915;-31,364024
São Ludgero;SC;0,755;0,756;0,834;0,683;4217006;42;-49,175684;-28,326896
São Luís;MA;0,768;0,741;0,813;0,752;2111300;21;-44,297919;-2,531886
São Luís de Montes Belos;GO;0,731;0,721;0,809;0,67;5220108;52;-50,374288;-16,51981
São Luís do Curu;CE;0,62;0,558;0,719;0,593;2312601;23;-39,241606;-3,673009
São Luís do Paraitinga;SP;0,697;0,691;0,826;0,593;3550001;35;-45,309545;-23,221872
São Luis do Piauí;PI;0,554;0,52;0,757;0,433;2210375;22;-41,322838;-6,828144
São Luís do Quitunde;AL;0,536;0,55;0,701;0,4;2708501;27;-35,565491;-9,314117
São Luís Gonzaga do Maranhão;MA;0,54;0,503;0,716;0,438;2111409;21;-44,662708;-4,373918
São Luiz;RR;0,649;0,605;0,788;0,574;1400605;14;-60,028267;1,018112
São Luíz do Norte;GO;0,669;0,643;0,801;0,581;5220157;52;-49,331936;-14,862079
São Luiz Gonzaga;RS;0,741;0,718;0,855;0,664;4318903;43;-54,95966;-28,406647
São Mamede;PB;0,641;0,617;0,765;0,558;2514909;25;-37,094857;-6,930228
São Manoel do Paraná;PR;0,725;0,721;0,825;0,64;4125555;41;-52,64702;-23,39613
São Manuel;SP;0,744;0,735;0,805;0,695;3550100;35;-48,568763;-22,73646
São Marcos;RS;0,768;0,775;0,855;0,683;4319000;43;-51,066707;-28,969849
São Martinho;RS;0,726;0,734;0,83;0,628;4319109;43;-53,966923;-27,708929
São Martinho;SC;0,742;0,754;0,83;0,654;4217105;42;-48,977786;-28,164495
São Martinho da Serra;RS;0,652;0,659;0,848;0,496;4319125;43;-53,854226;-29,534851
São Mateus;ES;0,735;0,719;0,843;0,655;3204906;32;-39,858201;-18,718447
São Mateus do Maranhão;MA;0,616;0,627;0,723;0,515;2111508;21;-44,468563;-4,034551
São Mateus do Sul;PR;0,719;0,711;0,838;0,623;4125605;41;-50,390624;-25,8696
São Miguel;RN;0,606;0,574;0,747;0,518;2412500;24;-38,496344;-6,212343
São Miguel Arcanjo;SP;0,71;0,708;0,799;0,633;3550209;35;-47,995589;-23,87949
São Miguel da Baixa Grande;PI;0,563;0,557;0,774;0,413;2210383;22;-42,185377;-5,862299
São Miguel da Boa Vista;SC;0,71;0,733;0,795;0,615;4217154;42;-53,254556;-26,694475
São Miguel das Matas;BA;0,593;0,568;0,783;0,468;2929404;29;-39,45578;-13,051733
São Miguel das Missões;RS;0,667;0,674;0,821;0,537;4319158;43;-54,561563;-28,549537
São Miguel de Taipu;PB;0,548;0,516;0,721;0,443;2515005;25;-35,210451;-7,249234
São Miguel do Aleixo;SE;0,567;0,571;0,753;0,424;2807006;28;-37,383976;-10,387772
São Miguel do Anta;MG;0,644;0,616;0,828;0,523;3163805;31;-42,720899;-20,705918
São Miguel do Araguaia;GO;0,664;0,667;0,818;0,536;5220207;52;-50,163838;-13,276024
São Miguel do Fidalgo;PI;0,535;0,505;0,747;0,407;2210391;22;-42,370529;-7,584969
São Miguel do Gostoso;RN;0,591;0,558;0,79;0,468;2412559;24;-35,641284;-5,122857
São Miguel do Guamá;PA;0,591;0,582;0,752;0,471;1507607;15;-47,482409;-1,617136
São Miguel do Guaporé;RO;0,646;0,644;0,781;0,537;1100320;11;-62,720063;-11,69949
São Miguel do Iguaçu;PR;0,704;0,726;0,818;0,588;4125704;41;-54,242121;-25,348894
São Miguel do Oeste;SC;0,801;0,787;0,884;0,739;4217204;42;-53,518839;-26,726427
São Miguel do Passa Quatro;GO;0,697;0,681;0,802;0,619;5220264;52;-48,664718;-17,050934
São Miguel do Tapuio;PI;0,556;0,508;0,78;0,434;2210409;22;-41,319798;-5,500664
São Miguel do Tocantins;TO;0,623;0,582;0,762;0,544;1720200;17;-47,573002;-5,55382
São Miguel dos Campos;AL;0,623;0,612;0,77;0,514;2708600;27;-36,094264;-9,779935
São Miguel dos Milagres;AL;0,591;0,545;0,752;0,504;2708709;27;-35,369119;-9,267186
