NOME_MUNICIPIO;UF;IDHM2010;IDHMRenda2010;IDHMLongevidade2010;IDHMEducacao2010;GEOCODIGO_MUNICIPIO;COD_UF;LONGITUDE;LATITUDE
Juquiá;SP;0,7;0,654;0,823;0,637;3526100;35;-47,635342;-24,320703
Juquitiba;SP;0,709;0,68;0,791;0,662;3526209;35;-47,081594;-23,935689
Juramento;MG;0,669;0,601;0,808;0,617;3136801;31;-43,590194;-16,85127
Juranda;PR;0,708;0,678;0,818;0,639;4112959;41;-52,844486;-24,416391
Jurema;PE;0,509;0,522;0,681;0,372;2608404;26;-36,135954;-8,719667
Jurema;PI;0,555;0,511;0,767;0,435;2205532;22;-43,13311;-9,222025
Juripiranga;PB;0,548;0,544;0,677;0,448;2507903;25;-35,239454;-7,370291
Juru;PB;0,57;0,552;0,758;0,443;2508000;25;-37,819264;-7,534307
Juruá;AM;0,522;0,538;0,704;0,376;1302207;13;-66,063042;-3,47489
Juruaia;MG;0,723;0,794;0,86;0,553;3136900;31;-46,580596;-21,249356
Juruena;MT;0,662;0,647;0,797;0,563;5105176;51;-58,496309;-10,329113
Juruti;PA;0,592;0,547;0,756;0,501;1503903;15;-56,094998;-2,155253
Juscimeira;MT;0,714;0,678;0,842;0,637;5105200;51;-54,888761;-16,044685
Jussara;BA;0,571;0,544;0,72;0,476;2918506;29;-41,979732;-11,054555
Jussara;GO;0,743;0,768;0,842;0,635;5212204;52;-50,866127;-15,866349
Jussara;PR;0,718;0,716;0,835;0,619;4113007;41;-52,473041;-23,616327
Jussari;BA;0,567;0,577;0,699;0,451;2918555;29;-39,49494;-15,190456
Jussiape;BA;0,602;0,6;0,736;0,493;2918605;29;-41,590142;-13,51295
Jutaí;AM;0,516;0,528;0,766;0,34;1302306;13;-66,771328;-2,744646
Juti;MS;0,623;0,646;0,77;0,485;5005152;50;-54,601323;-22,862472
Juvenília;MG;0,592;0,535;0,776;0,501;3136959;31;-44,15959;-14,263595
Kaloré;PR;0,721;0,673;0,848;0,657;4113106;41;-51,665142;-23,823439
Lábrea;AM;0,531;0,538;0,744;0,374;1302405;13;-64,794773;-7,261947
Lacerdópolis;SC;0,781;0,763;0,883;0,708;4209201;42;-51,562866;-27,2646
Ladainha;MG;0,541;0,537;0,754;0,391;3137007;31;-41,74045;-17,62448
Ladário;MS;0,704;0,687;0,822;0,618;5005202;50;-57,6024;-19,001776
Lafaiete Coutinho;BA;0,599;0,576;0,771;0,483;2918704;29;-40,210606;-13,652999
Lagamar;MG;0,718;0,692;0,839;0,637;3137106;31;-46,812536;-18,176962
Lagarto;SE;0,625;0,613;0,775;0,515;2803500;28;-37,666353;-10,915301
Lages;SC;0,77;0,755;0,867;0,697;4209300;42;-50,330222;-27,817259
Lago da Pedra;MA;0,589;0,561;0,724;0,502;2105708;21;-45,125891;-4,564745
Lago do Junco;MA;0,581;0,537;0,741;0,492;2105807;21;-45,051344;-4,607643
Lago dos Rodrigues;MA;0,602;0,555;0,737;0,534;2105948;21;-44,976442;-4,612376
Lago Verde;MA;0,557;0,508;0,731;0,466;2105906;21;-44,937635;-4,038711
Lagoa;PB;0,563;0,533;0,747;0,448;2508109;25;-37,91509;-6,594209
Lagoa Alegre;PI;0,55;0,538;0,728;0,425;2205557;22;-42,616743;-4,50873
Lagoa Bonita do Sul;RS;0,67;0,696;0,801;0,539;4311239;43;-53,016983;-29,494131
Lagoa da Canoa;AL;0,552;0,541;0,703;0,443;2704104;27;-36,735789;-9,830876
Lagoa da Confusão;TO;0,627;0,63;0,787;0,496;1711902;17;-49,620085;-10,788696
Lagoa da Prata;MG;0,732;0,72;0,832;0,655;3137205;31;-45,541692;-20,023765
Lagoa D'Anta;RN;0,601;0,58;0,739;0,507;2406205;24;-35,599795;-6,391502
Lagoa de Dentro;PB;0,57;0,539;0,772;0,444;2508208;25;-35,377044;-6,670599
Lagoa de Itaenga;PE;0,602;0,555;0,774;0,509;2608503;26;-35,292804;-7,932378
Lagoa de Pedras;RN;0,553;0,529;0,734;0,436;2406304;24;-35,433483;-6,149739
Lagoa de São Francisco;PI;0,529;0,499;0,743;0,4;2205573;22;-41,605469;-4,392746
Lagoa de Velhos;RN;0,589;0,566;0,789;0,458;2406403;24;-35,870699;-5,999916
Lagoa do Barro do Piauí;PI;0,502;0,474;0,744;0,358;2205565;22;-41,530275;-8,482437
Lagoa do Carro;PE;0,609;0,566;0,789;0,505;2608453;26;-35,312602;-7,844232
Lagoa do Mato;MA;0,566;0,525;0,726;0,475;2105922;21;-43,527559;-6,045277
Lagoa do Ouro;PE;0,525;0,536;0,733;0,369;2608602;26;-36,464317;-9,124172
Lagoa do Piauí;PI;0,583;0,548;0,778;0,464;2205581;22;-42,649013;-5,412144
Lagoa do Sítio;PI;0,541;0,504;0,745;0,421;2205599;22;-41,582386;-6,515348
Lagoa do Tocantins;TO;0,579;0,543;0,758;0,471;1711951;17;-47,561447;-10,296887
Lagoa dos Gatos;PE;0,551;0,555;0,725;0,416;2608701;26;-35,907121;-8,649255
Lagoa dos Patos;MG;0,634;0,593;0,773;0,556;3137304;31;-44,578335;-16,978449
Lagoa dos Três Cantos;RS;0,789;0,765;0,852;0,754;4311270;43;-52,857835;-28,569468
Lagoa Dourada;MG;0,676;0,672;0,828;0,554;3137403;31;-44,071116;-20,918599
Lagoa Formosa;MG;0,703;0,717;0,832;0,582;3137502;31;-46,406529;-18,775573
Lagoa Grande;MG;0,679;0,678;0,812;0,568;3137536;31;-46,517905;-17,838047
Lagoa Grande;PE;0,597;0,581;0,705;0,52;2608750;26;-40,270725;-8,995051
Lagoa Grande do Maranhão;MA;0,502;0,48;0,731;0,36;2105963;21;-45,390614;-4,993124
Lagoa Nova;RN;0,585;0,542;0,764;0,483;2406502;24;-36,458961;-6,097669
Lagoa Real;BA;0,545;0,535;0,764;0,395;2918753;29;-42,145712;-14,030029
Lagoa Salgada;RN;0,582;0,551;0,771;0,464;2406601;24;-35,472498;-6,125818
Lagoa Santa;GO;0,74;0,733;0,868;0,638;5212253;52;-51,404616;-19,183607
Lagoa Santa;MG;0,777;0,79;0,857;0,693;3137601;31;-43,895288;-19,625851
Lagoa Seca;PB;0,627;0,621;0,769;0,516;2508307;25;-35,85144;-7,158412
Lagoa Vermelha;RS;0,738;0,734;0,885;0,62;4311304;43;-51,527229;-28,20887
Lagoão;RS;0,643;0,641;0,822;0,505;4311254;43;-52,775029;-29,224316
Lagoinha;SP;0,693;0,686;0,797;0,609;3526308;35;-45,190811;-23,086921
Lagoinha do Piauí;PI;0,597;0,561;0,776;0,488;2205540;22;-42,627384;-5,836583
Laguna;SC;0,752;0,715;0,871;0,682;4209409;42;-48,781389;-28,483586
Laguna Carapã;MS;0,672;0,676;0,822;0,545;5005251;50;-55,150108;-22,550582
Laje;BA;0,586;0,548;0,764;0,48;2918803;29;-39,427552;-13,179649
Laje do Muriaé;RJ;0,668;0,649;0,8;0,575;3302304;33;-42,131174;-21,205721
Lajeado;RS;0,778;0,796;0,84;0,704;4311403;43;-51,967828;-29,465454
Lajeado;TO;0,675;0,673;0,798;0,573;1712009;17;-48,358504;-9,744682
Lajeado do Bugre;RS;0,613;0,604;0,822;0,465;4311429;43;-53,181387;-27,690769
Lajeado Grande;SC;0,771;0,75;0,858;0,712;4209458;42;-52,566035;-26,860942
Lajeado Novo;MA;0,589;0,561;0,738;0,494;2105989;21;-47,032448;-6,191609
Lajedão;BA;0,632;0,652;0,778;0,497;2918902;29;-40,345847;-17,612131
Lajedinho;BA;0,546;0,522;0,753;0,413;2919009;29;-40,90371;-12,360374
Lajedo;PE;0,611;0,599;0,758;0,503;2608800;26;-36,321497;-8,662857
Lajedo do Tabocal;BA;0,584;0,545;0,764;0,479;2919058;29;-40,22523;-13,47252
Lajes;RN;0,624;0,578;0,756;0,557;2406700;24;-36,242735;-5,69883
Lajes Pintadas;RN;0,625;0,559;0,769;0,568;2406809;24;-36,118442;-6,151432
Lajinha;MG;0,661;0,659;0,81;0,541;3137700;31;-41,645293;-20,16417
Lamarão;BA;0,518;0,501;0,747;0,372;2919108;29;-38,89298;-11,791578
Lambari;MG;0,711;0,693;0,871;0,596;3137809;31;-45,352479;-21,974316
Lambari D'Oeste;MT;0,627;0,67;0,787;0,467;5105234;51;-58,005825;-15,315501
Lamim;MG;0,655;0,623;0,828;0,546;3137908;31;-43,474467;-20,792057
Landri Sales;PI;0,584;0,563;0,738;0,48;2205607;22;-43,931046;-7,2666
Lapa;PR;0,706;0,696;0,848;0,595;4113205;41;-49,718596;-25,765102
Lapão;BA;0,596;0,55;0,755;0,51;2919157;29;-41,831909;-11,380139
Laranja da Terra;ES;0,656;0,633;0,81;0,55;3203163;32;-41,055244;-19,898693
Laranjal;MG;0,714;0,694;0,857;0,613;3138005;31;-42,480674;-21,36363
Laranjal;PR;0,585;0,581;0,79;0,436;4113254;41;-52,471666;-24,888302
Laranjal do Jari;AP;0,665;0,641;0,801;0,573;1600279;16;-52,539021;-0,855665
Laranjal Paulista;SP;0,729;0,732;0,829;0,639;3526407;35;-47,833781;-23,054012
Laranjeiras;SE;0,642;0,589;0,772;0,582;2803609;28;-37,160568;-10,79703
Laranjeiras do Sul;PR;0,706;0,709;0,835;0,594;4113304;41;-52,408847;-25,401682
Lassance;MG;0,629;0,614;0,795;0,511;3138104;31;-44,579359;-17,895115
Lastro;PB;0,533;0,532;0,747;0,38;2508406;25;-38,179218;-6,516531
Laurentino;SC;0,749;0,742;0,855;0,662;4209508;42;-49,755264;-27,212388
Lauro de Freitas;BA;0,754;0,781;0,827;0,663;2919207;29;-38,323462;-12,896718
Lauro Muller;SC;0,735;0,714;0,822;0,677;4209607;42;-49,394307;-28,393585
Lavandeira;TO;0,66;0,598;0,775;0,62;1712157;17;-46,506676;-12,791659
Lavínia;SP;0,721;0,698;0,82;0,655;3526506;35;-51,040502;-21,164857
Lavras;MG;0,782;0,757;0,88;0,719;3138203;31;-44,999931;-21,24287
Lavras da Mangabeira;CE;0,613;0,576;0,778;0,515;2307502;23;-38,967275;-6,754748
Lavras do Sul;RS;0,699;0,683;0,868;0,577;4311502;43;-53,898477;-30,81201
Lavrinhas;SP;0,729;0,665;0,823;0,707;3526605;35;-44,89311;-22,570096
Leandro Ferreira;MG;0,71;0,707;0,875;0,579;3138302;31;-45,026284;-19,719223
Lebon Régis;SC;0,649;0,632;0,806;0,537;4209706;42;-50,691828;-26,929114
Leme;SP;0,744;0,729;0,851;0,665;3526704;35;-47,388708;-22,185436
Leme do Prado;MG;0,67;0,602;0,779;0,64;3138351;31;-42,695683;-17,083867
Lençóis;BA;0,623;0,613;0,775;0,51;2919306;29;-41,394031;-12,564063
Lençóis Paulista;SP;0,764;0,743;0,837;0,717;3526803;35;-48,798682;-22,597507
Leoberto Leal;SC;0,686;0,74;0,818;0,533;4209805;42;-49,289401;-27,50639
Leopoldina;MG;0,726;0,696;0,867;0,635;3138401;31;-42,641844;-21,530729
Leopoldo de Bulhões;GO;0,659;0,665;0,812;0,529;5212303;52;-48,746452;-16,618965
Leópolis;PR;0,707;0,657;0,812;0,663;4113403;41;-50,755125;-23,079922
Liberato Salzano;RS;0,685;0,68;0,81;0,583;4311601;43;-53,074861;-27,59647
Liberdade;MG;0,672;0,679;0,834;0,537;3138500;31;-44,315141;-22,024359
Licínio de Almeida;BA;0,621;0,582;0,775;0,531;2919405;29;-42,502684;-14,675866
Lidianópolis;PR;0,68;0,657;0,802;0,598;4113429;41;-51,654151;-24,106766
Lima Campos;MA;0,581;0,578;0,705;0,481;2106003;21;-44,46934;-4,517046
Lima Duarte;MG;0,71;0,705;0,861;0,59;3138609;31;-43,796383;-21,841096
Limeira;SP;0,775;0,761;0,852;0,719;3526902;35;-47,40194;-22,562194
Limeira do Oeste;MG;0,71;0,693;0,834;0,62;3138625;31;-50,57529;-19,547777
Limoeiro;PE;0,663;0,628;0,797;0,583;2608909;26;-35,455261;-7,880198
Limoeiro de Anadia;AL;0,58;0,575;0,742;0,457;2704203;27;-36,503897;-9,738613
Limoeiro do Ajuru;PA;0,541;0,493;0,754;0,425;1504000;15;-49,381534;-1,891949
Limoeiro do Norte;CE;0,682;0,633;0,804;0,623;2307601;23;-38,099095;-5,150239
Lindoeste;PR;0,666;0,652;0,769;0,588;4113452;41;-53,577126;-25,255985
Lindóia;SP;0,742;0,722;0,864;0,654;3527009;35;-46,661484;-22,520488
Lindóia do Sul;SC;0,743;0,747;0,865;0,636;4209854;42;-52,080923;-27,047464
Lindolfo Collor;RS;0,712;0,712;0,842;0,601;4311627;43;-51,208155;-29,600804
Linha Nova;RS;0,749;0,751;0,846;0,662;4311643;43;-51,201902;-29,462639
Linhares;ES;0,724;0,721;0,834;0,63;3203205;32;-40,065306;-19,398106
Lins;SP;0,786;0,762;0,869;0,733;3527108;35;-49,751423;-21,672347
Livramento;PB;0,566;0,523;0,732;0,473;2508505;25;-36,948629;-7,379003
Livramento de Nossa Senhora;BA;0,611;0,587;0,793;0,491;2919504;29;-41,840387;-13,649501
Lizarda;TO;0,57;0,584;0,765;0,415;1712405;17;-46,675165;-9,59457
Loanda;PR;0,725;0,724;0,815;0,645;4113502;41;-53,134469;-22,930229
Lobato;PR;0,744;0,708;0,841;0,692;4113601;41;-51,953749;-23,004158
Logradouro;PB;0,583;0,544;0,776;0,47;2508554;25;-35,443299;-6,615371
Londrina;PR;0,778;0,789;0,837;0,712;4113700;41;-51,162773;-23,312156
Lontra;MG;0,646;0,589;0,794;0,577;3138658;31;-44,306115;-15,902058
Lontras;SC;0,704;0,735;0,82;0,579;4209904;42;-49,544829;-27,157487
Lorena;SP;0,766;0,736;0,856;0,713;3527207;35;-45,124248;-22,731693
Loreto;MA;0,582;0,516;0,771;0,495;2106102;21;-45,139242;-7,094454
Lourdes;SP;0,742;0,697;0,816;0,717;3527256;35;-50,22666;-20,965391
Louveira;SP;0,777;0,783;0,861;0,697;3527306;35;-46,94644;-23,086779
Lucas do Rio Verde;MT;0,768;0,766;0,833;0,71;5105259;51;-55,921771;-13,070465
Lucélia;SP;0,752;0,728;0,841;0,695;3527405;35;-51,018349;-21,723416
Lucena;PB;0,583;0,577;0,734;0,469;2508604;25;-34,874609;-6,898849
Lucianópolis;SP;0,733;0,736;0,809;0,662;3527504;35;-49,523179;-22,43164
Luciara;MT;0,676;0,617;0,788;0,634;5105309;51;-50,663202;-11,228097
Lucrécia;RN;0,646;0,624;0,785;0,551;2406908;24;-37,815633;-6,116924
Luís Antônio;SP;0,731;0,709;0,822;0,671;3527603;35;-47,70028;-21,551707
Luís Correia;PI;0,541;0,544;0,73;0,398;2205706;22;-41,664567;-2,881567
Luís Domingues;MA;0,588;0,541;0,734;0,512;2106201;21;-45,895332;-1,32546
Luís Eduardo Magalhães;BA;0,716;0,754;0,826;0,59;2919553;29;-45,800464;-12,078372
Luís Gomes;RN;0,608;0,545;0,776;0,531;2407005;24;-38,38642;-6,414028
Luisburgo;MG;0,608;0,61;0,809;0,455;3138674;31;-42,106472;-20,438376
Luislândia;MG;0,614;0,568;0,799;0,509;3138682;31;-44,586048;-16,115311
Luiz Alves;SC;0,737;0,766;0,87;0,6;4210001;42;-48,926047;-26,721111
Luiziana;PR;0,668;0,659;0,781;0,58;4113734;41;-52,281906;-24,280081
Luiziânia;SP;0,702;0,682;0,815;0,623;3527702;35;-50,327639;-21,673603
Luminárias;MG;0,678;0,656;0,821;0,578;3138708;31;-44,906106;-21,51232
Lunardelli;PR;0,69;0,655;0,826;0,607;4113759;41;-51,744548;-24,078046
Lupércio;SP;0,724;0,679;0,83;0,674;3527801;35;-49,820325;-22,413815
Lupionópolis;PR;0,71;0,703;0,856;0,595;4113809;41;-51,656873;-22,751995
Lutécia;SP;0,72;0,67;0,846;0,659;3527900;35;-50,389327;-22,343444
Luz;MG;0,724;0,723;0,833;0,63;3138807;31;-45,683881;-19,796247
Luzerna;SC;0,789;0,781;0,877;0,718;4210035;42;-51,467946;-27,129896
Luziânia;GO;0,701;0,689;0,831;0,602;5212501;52;-47,95572;-16,258541
Luzilândia;PI;0,545;0,55;0,7;0,42;2205805;22;-42,371638;-3,460818
Luzinópolis;TO;0,639;0,593;0,726;0,605;1712454;17;-47,856828;-6,19399
Macaé;RJ;0,764;0,792;0,828;0,681;3302403;33;-41,775064;-22,368705
Macaíba;RN;0,64;0,613;0,784;0,545;2407104;24;-35,355237;-5,857237
Macajuba;BA;0,524;0,515;0,78;0,358;2919603;29;-40,36518;-12,141393
Maçambará;RS;0,684;0,664;0,832;0,58;4311718;43;-56,063613;-29,146144
Macambira;SE;0,583;0,573;0,728;0,474;2803708;28;-37,543445;-10,66415
Macapá;AP;0,733;0,723;0,82;0,663;1600303;16;-51,057405;0,038951
Macaparana;PE;0,609;0,571;0,778;0,508;2609006;26;-35,449875;-7,555681
Macarani;BA;0,605;0,607;0,782;0,466;2919702;29;-40,422044;-15,567316
Macatuba;SP;0,77;0,763;0,859;0,697;3528007;35;-48,711405;-22,50555
Macau;RN;0,665;0,65;0,792;0,572;2407203;24;-36,634973;-5,113368
Macaubal;SP;0,743;0,72;0,844;0,676;3528106;35;-49,963498;-20,801314
Macaúbas;BA;0,609;0,557;0,791;0,513;2919801;29;-42,694666;-13,023672
Macedônia;SP;0,74;0,705;0,852;0,675;3528205;35;-50,197628;-20,149998
Maceió;AL;0,721;0,739;0,799;0,635;2704302;27;-35,70163;-9,660822
Machacalis;MG;0,64;0,607;0,783;0,552;3138906;31;-40,720422;-17,07737
Machadinho;RS;0,692;0,711;0,807;0,577;4311700;43;-51,667507;-27,56814
Machadinho D'Oeste;RO;0,596;0,629;0,755;0,446;1100130;11;-61,999593;-9,425562
Machado;MG;0,715;0,719;0,848;0,6;3139003;31;-45,921764;-21,678354
Machados;PE;0,578;0,541;0,767;0,466;2609105;26;-35,514141;-7,688572
Macieira;SC;0,662;0,675;0,806;0,533;4210050;42;-51,376122;-26,855212
Macuco;RJ;0,703;0,687;0,801;0,631;3302452;33;-42,257074;-21,99023
Macururé;BA;0,604;0,547;0,748;0,539;2919900;29;-39,059515;-9,174706
Madalena;CE;0,61;0,536;0,778;0,545;2307635;23;-39,575789;-4,852434
Madeiro;PI;0,563;0,472;0,772;0,489;2205854;22;-42,505141;-3,484212
Madre de Deus;BA;0,708;0,67;0,794;0,667;2919926;29;-38,602769;-12,740313
Madre de Deus de Minas;MG;0,699;0,667;0,856;0,598;3139102;31;-44,340886;-21,477322
Mãe D'Água;PB;0,542;0,52;0,712;0,429;2508703;25;-37,428161;-7,257049
Mãe do Rio;PA;0,599;0,615;0,763;0,458;1504059;15;-47,55229;-2,047707
Maetinga;BA;0,538;0,565;0,751;0,368;2919959;29;-41,483657;-14,661266
Mafra;SC;0,777;0,738;0,88;0,723;4210100;42;-49,801038;-26,115228
Magalhães Barata;PA;0,597;0,524;0,801;0,507;1504109;15;-47,599182;-0,79585
Magalhães de Almeida;MA;0,567;0,502;0,729;0,499;2106300;21;-42,201507;-3,396668
Magda;SP;0,753;0,724;0,823;0,717;3528304;35;-50,227537;-20,643481
Magé;RJ;0,709;0,685;0,832;0,626;3302502;33;-43,040246;-22,654349
Maiquinique;BA;0,576;0,586;0,69;0,472;2920007;29;-40,260515;-15,619772
Mairi;BA;0,572;0,575;0,744;0,438;2920106;29;-40,149783;-11,711111
Mairinque;SP;0,743;0,721;0,831;0,684;3528403;35;-47,184483;-23,547458
Mairiporã;SP;0,788;0,767;0,881;0,723;3528502;35;-46,590196;-23,322459
Mairipotaba;GO;0,745;0,748;0,854;0,648;5212600;52;-49,50088;-17,297395
Major Gercino;SC;0,698;0,738;0,818;0,563;4210209;42;-48,953354;-27,41866
Major Isidoro;AL;0,566;0,566;0,755;0,424;2704401;27;-36,9848;-9,526644
Major Sales;RN;0,617;0,573;0,774;0,529;2407252;24;-38,323455;-6,403757
Major Vieira;SC;0,69;0,653;0,817;0,617;4210308;42;-50,332987;-26,357527
Malacacheta;MG;0,618;0,609;0,768;0,505;3139201;31;-42,076077;-17,841623
Malhada;BA;0,562;0,532;0,734;0,454;2920205;29;-43,77162;-14,340383
Malhada de Pedras;BA;0,578;0,549;0,747;0,471;2920304;29;-41,878698;-14,377945
Malhada dos Bois;SE;0,599;0,56;0,722;0,531;2803807;28;-36,918902;-10,346452
Malhador;SE;0,587;0,587;0,781;0,442;2803906;28;-37,31146;-10,660044
Mallet;PR;0,708;0,681;0,809;0,645;4113908;41;-50,827569;-25,873788
Malta;PB;0,642;0,62;0,8;0,533;2508802;25;-37,517776;-6,907185
Mamanguape;PB;0,585;0,585;0,756;0,453;2508901;25;-35,123893;-6,833715
Mambaí;GO;0,626;0,61;0,816;0,494;5212709;52;-46,113947;-14,487534
Mamborê;PR;0,719;0,698;0,821;0,649;4114005;41;-52,529094;-24,321813
Mamonas;MG;0,618;0,565;0,779;0,537;3139250;31;-42,955964;-15,051647
Mampituba;RS;0,649;0,65;0,813;0,517;4311734;43;-49,936514;-29,210649
Manacapuru;AM;0,614;0,604;0,795;0,481;1302504;13;-60,620589;-3,298278
Manaíra;PB;0,543;0,537;0,698;0,426;2509008;25;-38,153072;-7,704614
Manaquiri;AM;0,596;0,556;0,748;0,51;1302553;13;-60,458881;-3,42908
Manari;PE;0,487;0,477;0,682;0,354;2609154;26;-37,626823;-8,960108
Manaus;AM;0,737;0,738;0,826;0,658;1302603;13;-60,023335;-3,134691
Mâncio Lima;AC;0,625;0,58;0,77;0,546;1200336;12;-72,916501;-7,593223
Mandaguaçu;PR;0,718;0,717;0,825;0,625;4114104;41;-52,094253;-23,342789
Mandaguari;PR;0,751;0,732;0,84;0,689;4114203;41;-51,681252;-23,517452
Mandirituba;PR;0,655;0,677;0,807;0,515;4114302;41;-49,322783;-25,759621
Manduri;SP;0,739;0,73;0,818;0,675;3528601;35;-49,318113;-23,003346
Manfrinópolis;PR;0,645;0,642;0,805;0,52;4114351;41;-53,312583;-26,143777
Manga;MG;0,642;0,624;0,799;0,53;3139300;31;-43,936762;-14,755922
Mangaratiba;RJ;0,753;0,746;0,845;0,676;3302601;33;-44,041127;-22,961712
Mangueirinha;PR;0,688;0,695;0,811;0,579;4114401;41;-52,176326;-25,942981
Manhuaçu;MG;0,689;0,692;0,839;0,563;3139409;31;-42,033848;-20,25868
Manhumirim;MG;0,697;0,679;0,846;0,589;3139508;31;-41,96268;-20,363999
Manicoré;AM;0,582;0,58;0,747;0,456;1302702;13;-61,299248;-5,813205
Manoel Emídio;PI;0,573;0,534;0,758;0,466;2205904;22;-43,875475;-8,011359
Manoel Ribas;PR;0,716;0,725;0,806;0,628;4114500;41;-51,669079;-24,521731
Manoel Urbano;AC;0,551;0,586;0,767;0,373;1200344;12;-69,259945;-8,836318
Manoel Viana;RS;0,655;0,686;0,766;0,534;4311759;43;-55,491663;-29,580537
Manoel Vitorino;BA;0,566;0,538;0,741;0,456;2920403;29;-40,242016;-14,145932
Mansidão;BA;0,599;0,503;0,752;0,568;2920452;29;-44,036485;-10,715829
Mantena;MG;0,675;0,666;0,803;0,575;3139607;31;-40,978526;-18,7807
Mantenópolis;ES;0,657;0,636;0,81;0,551;3203304;32;-41,117737;-18,861179
Maquiné;RS;0,682;0,695;0,88;0,519;4311775;43;-50,203395;-29,679137
Mar de Espanha;MG;0,684;0,694;0,825;0,558;3139805;31;-43,008407;-21,866893
Mar Vermelho;AL;0,577;0,54;0,766;0,465;2704906;27;-36,38504;-9,447773
Mara Rosa;GO;0,691;0,68;0,838;0,579;5212808;52;-49,179823;-14,008569
Maraã;AM;0,498;0,466;0,763;0,348;1302801;13;-65,574284;-1,866437
Marabá;PA;0,668;0,673;0,785;0,564;1504208;15;-49,142025;-5,352606
Marabá Paulista;SP;0,677;0,65;0,809;0,591;3528700;35;-51,968467;-22,110331
Maracaçumé;MA;0,582;0,546;0,719;0,501;2106326;21;-45,958639;-2,056165
Maracaí;SP;0,771;0,711;0,85;0,758;3528809;35;-50,668968;-22,610415
Maracajá;SC;0,768;0,752;0,861;0,699;4210407;42;-49,454376;-28,850315
Maracaju;MS;0,736;0,744;0,873;0,613;5005400;50;-55,15714;-21,62361
Maracanã;PA;0,57;0,534;0,764;0,454;1504307;15;-47,455268;-0,762419
Maracanaú;CE;0,686;0,617;0,788;0,665;2307650;23;-38,624419;-3,876964
Maracás;BA;0,607;0,577;0,747;0,519;2920502;29;-40,431288;-13,437674
Maragogi;AL;0,574;0,556;0,766;0,443;2704500;27;-35,223015;-9,015456
Maragogipe;BA;0,621;0,582;0,793;0,518;2920601;29;-38,918881;-12,77512
Maraial;PE;0,534;0,541;0,698;0,403;2609204;26;-35,814118;-8,783078
Marajá do Sena;MA;0,452;0,4;0,774;0,299;2106359;21;-45,457238;-4,620313
Maranguape;CE;0,659;0,587;0,788;0,618;2307700;23;-38,685851;-3,891869
Maranhãozinho;MA;0,55;0,497;0,719;0,465;2106375;21;-45,855611;-2,235617
Marapanim;PA;0,609;0,57;0,76;0,521;1504406;15;-47,702549;-0,712151
Marapoama;SP;0,752;0,736;0,852;0,679;3528858;35;-49,140001;-21,258762
Maratá;RS;0,697;0,729;0,862;0,54;4311791;43;-51,555567;-29,555323
Marataízes;ES;0,696;0,676;0,847;0,588;3203320;32;-40,830187;-21,042996
Maraú;BA;0,593;0,643;0,801;0,404;2920700;29;-39,024952;-14,105531
Marau;RS;0,774;0,773;0,857;0,699;4311809;43;-52,196777;-28,448454
Maravilha;AL;0,569;0,539;0,742;0,46;2704609;27;-37,356635;-9,233997
Maravilha;SC;0,781;0,758;0,886;0,708;4210506;42;-53,174819;-26,761624
Maravilhas;MG;0,672;0,645;0,845;0,558;3139706;31;-44,676076;-19,51468
Marcação;PB;0,529;0,525;0,691;0,408;2509057;25;-35,013924;-6,770054
Marcelândia;MT;0,701;0,7;0,813;0,604;5105580;51;-54,519306;-11,080591
Marcelino Ramos;RS;0,724;0,735;0,834;0,618;4311908;43;-51,913319;-27,461391
Marcelino Vieira;RN;0,609;0,571;0,776;0,51;2407302;24;-38,166613;-6,29355
Marcionílio Souza;BA;0,561;0,518;0,737;0,463;2920809;29;-40,53453;-13,00351
Marco;CE;0,612;0,564;0,734;0,553;2307809;23;-40,151644;-3,120707
Marcolândia;PI;0,562;0,578;0,7;0,438;2205953;22;-40,662854;-7,443557
Marcos Parente;PI;0,59;0,58;0,717;0,494;2206001;22;-43,888314;-7,119295
Marechal Cândido Rondon;PR;0,774;0,782;0,842;0,704;4114609;41;-54,060008;-24,559254
Marechal Deodoro;AL;0,642;0,641;0,793;0,52;2704708;27;-35,893069;-9,739156
Marechal Floriano;ES;0,71;0,715;0,849;0,589;3203346;32;-40,680383;-20,426709
Marechal Thaumaturgo;AC;0,501;0,479;0,726;0,361;1200351;12;-72,790266;-8,953591
Marema;SC;0,743;0,748;0,862;0,636;4210555;42;-52,627135;-26,800422
Mari;PB;0,548;0,553;0,692;0,429;2509107;25;-35,318542;-7,056384
Maria da Fé;MG;0,702;0,646;0,842;0,637;3139904;31;-45,371054;-22,307219
Maria Helena;PR;0,703;0,68;0,842;0,607;4114708;41;-53,204819;-23,61761
Marialva;PR;0,735;0,733;0,814;0,666;4114807;41;-51,798057;-23,484759
Mariana;MG;0,742;0,705;0,874;0,664;3140001;31;-43,41614;-20,374493
Mariana Pimentel;RS;0,701;0,701;0,866;0,568;4311981;43;-51,587343;-30,353622
Mariano Moro;RS;0,73;0,763;0,843;0,604;4312005;43;-52,148892;-27,352613
Marianópolis do Tocantins;TO;0,631;0,63;0,792;0,504;1712504;17;-49,651034;-9,79888
Mariápolis;SP;0,718;0,684;0,83;0,651;3528908;35;-51,182898;-21,794493
Maribondo;AL;0,597;0,581;0,751;0,487;2704807;27;-36,306603;-9,57725
Maricá;RJ;0,765;0,761;0,85;0,692;3302700;33;-42,819824;-22,916955
